349,CUSR0000SETB01,2012-03-01,319.198,8.2,0.8,6.2,3.2,8.2
350,CUSR0000SETB01,2012-02-01,316.625,13.1,3.4,2.6,3.4,13.1
351,CUSR0000SETB01,2012-01-01,306.17,11.0,1.8,0.1,0.4,11.0
352,CUSR0000SETB01,2011-12-01,300.662,10.7,-2.6,-2.8,-1.2,10.7
353,CUSR0000SETB01,2011-11-01,308.587,20.3,0.9,0.8,-2.0,20.3
354,CUSR0000SETB01,2011-10-01,305.963,22.4,-1.0,0.3,-1.3,22.4
355,CUSR0000SETB01,2011-09-01,309.168,31.2,0.9,1.6,4.8,31.2
356,CUSR0000SETB01,2011-08-01,306.276,31.6,0.5,-2.7,9.4,31.6
357,CUSR0000SETB01,2011-07-01,304.901,33.1,0.2,-1.7,10.5,33.1
358,CUSR0000SETB01,2011-06-01,304.321,36.6,-3.3,3.2,12.1,36.6
359,CUSR0000SETB01,2011-05-01,314.859,38.2,1.5,12.4,22.7,38.2
360,CUSR0000SETB01,2011-04-01,310.115,33.3,5.2,12.4,24.1,33.3
361,CUSR0000SETB01,2011-03-01,294.915,26.5,5.3,8.6,25.1,26.5
362,CUSR0000SETB01,2011-02-01,280.015,18.8,1.5,9.1,20.3,18.8
363,CUSR0000SETB01,2011-01-01,275.816,14.0,1.6,10.4,20.4,14.0
364,CUSR0000SETB01,2010-12-01,271.509,14.4,5.8,15.2,21.9,14.4
365,CUSR0000SETB01,2010-11-01,256.596,7.7,2.7,10.3,12.7,7.7
366,CUSR0000SETB01,2010-10-01,249.885,9.3,6.0,9.1,7.4,9.3
367,CUSR0000SETB01,2010-09-01,235.661,4.2,1.3,5.8,1.1,4.2
368,CUSR0000SETB01,2010-08-01,232.674,4.0,1.6,2.2,-1.3,4.0
369,CUSR0000SETB01,2010-07-01,229.026,8.2,2.8,-1.5,-5.4,8.2
370,CUSR0000SETB01,2010-06-01,222.745,4.5,-2.2,-4.4,-6.1,4.5
371,CUSR0000SETB01,2010-05-01,227.765,28.6,-2.1,-3.4,-4.4,28.6
372,CUSR0000SETB01,2010-04-01,232.594,38.2,-0.2,-3.9,1.7,38.2
373,CUSR0000SETB01,2010-03-01,233.103,39.7,-1.1,-1.7,3.0,39.7
374,CUSR0000SETB01,2010-02-01,235.748,35.4,-2.6,-1.0,5.3,35.4
375,CUSR0000SETB01,2010-01-01,242.036,50.5,2.0,5.9,14.4,50.5
